6550,0.00,0.00,65,70
6573,0.00,0.00,65,70
6596,0.00,0.00,65,70
6619,0.00,0.00,65,70
6641,0.00,0.00,65,70
6665,0.00,0.00,65,70
6687,0.00,0.00,65,70
6710,0.00,0.00,65,70
6733,0.00,0.00,65,70
6756,0.00,0.00,65,70
6778,0.00,0.00,65,70
6802,0.00,0.00,65,70
6824,0.00,0.00,65,70
6847,0.00,0.00,65,70
6871,0.00,0.00,65,70
6893,0.00,0.00,65,70
6916,0.00,0.00,65,70
6939,0.00,0.00,65,70
6962,0.00,0.00,65,70
6984,0.00,0.00,65,70
7008,0.00,0.00,65,70
7030,0.00,0.00,65,70
7053,0.00,0.00,65,70
7076,0.00,0.00,65,70
7099,0.00,0.00,65,70
7121,0.00,0.00,65,70
7145,0.00,0.00,65,70
7168,0.00,0.00,65,70
7191,0.00,0.00,65,70
7214,0.00,0.00,65,70
7236,0.00,0.00,65,70
7260,0.00,0.00,65,70
7282,0.00,0.00,65,70
7305,0.00,0.00,65,70
7328,0.00,0.00,65,70
7351,0.00,0.00,65,70
7373,0.00,0.00,65,70
7397,0.00,0.00,65,70
7419,0.00,0.00,65,70
7442,0.00,0.00,65,70
7465,0.00,0.00,65,70
7488,0.00,0.00,65,70
7511,0.00,0.00,65,70
7534,0.00,0.00,65,70
7557,0.00,0.00,65,70
7579,0.00,0.00,65,70
7603,0.00,0.00,65,70
7625,0.00,0.00,65,70
7648,0.00,0.00,65,70
7671,0.00,0.00,65,70
7694,0.00,0.00,65,70
7716,0.00,0.00,65,70
7740,0.00,0.00,65,70
7762,0.00,0.00,65,70
7785,0.00,0.00,65,70
7809,0.00,0.00,65,70
7831,0.00,0.00,65,70
7855,0.00,0.00,65,70
7877,0.00,0.00,65,70
7900,0.00,0.00,65,70
7923,0.00,0.00,65,70
7946,5.00,-250.00,0,250
7971,-1.70,250.00,235,0
7998,-1.70,29.58,93,40
8023,-1.70,32.47,95,37
8047,-1.70,35.36,98,34
8073,-1.70,38.25,101,31
8098,-1.70,41.14,104,28
8125,-1.70,44.03,107,25
8151,-1.70,46.92,109,23
8176,-1.70,49.81,86,15
8202,-1.70,52.70,88,13
8226,-1.70,55.59,90,11
8252,-1.70,58.48,93,8
8275,-1.70,61.37,94,6
8299,-1.70,64.26,96,4
8324,-1.70,67.15,98,2
8347,-1.70,70.04,101,0
8372,-1.70,72.93,103,0
8397,-1.70,75.82,105,0
8422,-1.70,78.71,107,0
8448,-1.70,81.60,109,0
8472,-1.70,84.49,111,0
8497,-1.70,87.38,113,0
8522,-1.70,90.27,115,0
8547,-1.70,93.16,117,0
8571,-1.70,96.05,120,0
8597,-1.70,98.94,122,0
8622,-1.70,101.83,124,0
8648,-1.70,104.72,125,0
8674,-1.70,107.61,128,0
8699,-1.70,110.50,130,0
8726,-1.70,113.39,132,0
8752,-1.70,116.28,134,0
8777,-1.70,119.17,136,0
8804,-1.70,122.06,139,0
8829,-1.70,124.95,141,0
8856,-1.70,127.84,142,0
8882,-1.70,130.73,144,0
8907,-1.70,133.62,147,0
8934,-1.70,136.51,149,0
8960,-1.70,139.40,151,0
8986,-1.70,142.29,153,0
9012,-1.70,145.18,155,0
9037,-1.70,148.07,157,0
9064,-1.70,150.96,159,0
9090,-1.70,153.85,161,0
9116,-1.70,156.74,163,0
9142,-1.70,159.63,166,0
9167,-1.70,162.52,168,0
9194,-1.70,165.41,170,0
9220,-1.70,168.30,172,0
9246,-1.70,171.19,174,0
9272,-1.70,174.08,176,0
9297,-1.70,176.97,178,0
9324,-1.70,179.86,180,0
9350,-1.70,182.75,182,0
9375,-1.70,185.64,185,0
9402,-1.70,188.53,187,0
9427,-1.70,191.42,188,0
9454,-1.70,194.31,190,0
9480,-1.70,197.20,193,0
9505,-1.70,200.09,195,0
9532,-1.70,202.98,197,0
9558,-1.70,205.87,199,0
9584,-1.70,208.76,202,0
9610,-1.70,211.65,203,0
9635,-1.70,214.54,205,0
9662,-1.70,217.43,207,0
9688,0.00,-250.00,0,250
9713,0.00,185.13,235,0
9739,0.00,185.13,235,0
9763,0.00,185.13,235,0
9789,0.00,185.13,235,0
9814,0.00,185.13,235,0
9838,0.00,185.13,235,0
9864,0.00,185.13,235,0
9888,0.00,185.13,235,0
9913,0.00,185.13,235,0
9938,0.00,185.13,235,0
9963,0.00,185.13,235,0
9989,0.00,185.13,235,0
10013,0.00,185.13,235,0
10039,0.00,185.13,235,0
10065,0.00,185.13,235,0
10091,0.00,185.13,235,0
10117,0.00,185.13,235,0
10143,0.00,185.13,235,0
10169,0.00,185.13,235,0
10195,0.00,185.13,235,0
10221,0.00,185.13,235,0
10247,0.00,185.13,235,0
10273,0.00,185.13,235,0
10299,0.00,185.13,235,0
10326,0.00,185.13,235,0
10351,0.00,185.13,235,0
10377,0.00,185.13,235,0
10403,0.00,185.13,235,0
10429,0.00,185.13,235,0
10456,0.00,185.13,235,0
10481,0.00,185.13,235,0
10507,0.00,185.13,235,0
10533,0.00,185.13,235,0
10559,0.00,185.13,235,0
10586,0.00,185.13,235,0
10611,0.00,185.13,235,0
10637,0.00,185.13,235,0
10663,0.00,185.13,235,0
10689,0.00,185.13,235,0
10715,0.00,185.13,235,0
10741,0.00,185.13,235,0
10767,0.00,185.13,235,0
10793,0.00,185.13,235,0
10819,0.00,185.13,235,0
10845,0.00,185.13,235,0
10871,0.00,185.13,235,0
10897,0.00,185.13,235,0
10924,0.00,185.13,235,0
10949,0.00,185.13,235,0
10975,0.00,185.13,235,0
11001,0.00,185.13,235,0
11027,0.00,185.13,235,0
11054,0.00,185.13,235,0
11079,0.00,185.13,235,0
11105,0.00,185.13,235,0
11131,0.00,185.13,235,0
11157,1.70,-250.00,0,250
11185,1.70,147.05,203,0
11210,1.70,144.16,201,0
11236,1.70,141.27,198,0
11262,1.70,138.38,195,0
11288,1.70,135.49,192,0
11314,1.70,132.60,189,0
11340,1.70,129.71,187,0
11366,1.70,126.82,184,0
11393,1.70,123.93,140,0
11418,1.70,121.04,138,0
11445,1.70,118.15,136,0
11470,1.70,115.26,133,0
11496,1.70,112.37,131,0
11523,1.70,109.48,129,0
11548,1.70,106.59,127,0
11575,1.70,103.70,125,0
11600,1.70,100.81,123,0
11626,1.70,97.92,121,0
11652,1.70,95.03,119,0
11676,1.70,92.14,117,0
11701,1.70,89.25,114,0
11726,1.70,86.36,112,0
11751,1.70,83.47,110,0
11777,1.70,80.58,109,0
11801,1.70,77.69,106,0
11826,1.70,74.80,104,0
11851,1.70,71.91,102,0
11876,1.70,69.02,100,0
11900,1.70,66.13,98,2
11925,1.70,63.24,95,5
11949,1.70,60.35,94,7
11972,1.70,57.46,92,9
11997,1.70,54.57,90,11
12021,1.70,51.68,87,14
12047,1.70,48.79,85,16
12071,1.70,45.90,83,18
12096,1.70,43.01,81,20
12122,1.70,40.12,78,23
