12146,1.70,37.23,77,25
12171,1.70,34.34,75,27
12196,1.70,31.45,73,29
12221,1.70,28.56,71,31
12247,1.70,25.67,68,34
12271,1.70,22.78,66,36
12296,1.70,19.89,64,38
12321,1.70,17.00,62,40
12346,1.70,14.11,60,43
12370,1.70,11.22,58,45
12396,1.70,8.33,56,47
12420,1.70,5.44,54,49
12444,1.70,2.55,51,52
12468,1.70,-0.34,49,54
12492,1.70,-3.23,47,56
12518,1.70,-6.12,46,58
12542,1.70,-9.01,44,60
12567,1.70,-11.90,41,63
12594,1.70,-14.79,39,65
12619,1.70,-17.68,37,67
12646,1.70,-20.57,35,69
12672,1.70,-23.46,32,72
12697,1.70,-26.35,31,74
12724,1.70,-29.24,29,76
12749,1.70,-32.13,27,78
12775,1.20,250.00,235,0
12802,0.00,250.00,235,0
12827,0.00,-1.87,63,71
12853,0.00,-1.87,63,71
12877,1.20,-250.00,0,250
12904,1.20,-28.75,38,98
12931,1.20,-30.79,36,100
12957,1.20,-32.83,34,102
12985,1.20,-34.87,32,104
13011,0.00,250.00,235,0
13037,0.00,-12.07,53,82
13064,0.00,-12.07,53,82
13089,0.00,-12.07,53,82
13116,0.00,-12.07,53,82
13142,0.00,-12.07,53,82
13167,0.00,-12.07,53,82
13194,0.00,-12.07,53,82
13219,0.00,-12.07,53,82
13245,0.00,-12.07,53,82
13272,0.00,-12.07,53,82
13297,0.00,-12.07,53,82
13324,1.20,-250.00,0,250
13350,1.70,-250.00,0,250
13378,1.70,-52.19,15,122
13405,1.70,-55.08,13,125
13431,1.20,250.00,235,0
13458,0.00,250.00,235,0
13484,0.00,-24.82,42,94
13509,0.00,-24.82,42,94
13536,0.00,-24.82,42,94
13561,0.00,-24.82,42,94
13588,0.00,-24.82,42,94
13614,0.00,-24.82,42,94
13639,0.00,-24.82,42,94
13666,0.00,-24.82,42,94
13691,0.00,-24.82,42,94
13718,0.00,-24.82,42,94
13744,0.00,-24.82,42,94
13769,0.00,-24.82,42,94
13796,0.00,-24.82,42,94
13821,0.00,-24.82,42,94
13848,1.20,-250.00,0,250
13875,1.20,-51.70,16,121
13901,1.20,-53.74,15,123
13929,1.20,-55.78,13,125
13956,1.20,-57.82,11,127
13983,1.20,-59.86,9,129
14009,1.20,-61.90,7,131
14034,1.20,-63.94,5,133
14061,1.20,-65.98,3,135
14087,1.20,-68.02,0,138
14113,1.20,-70.06,0,140
14139,1.20,-72.10,0,142
14164,1.20,-74.14,0,144
14191,1.20,-76.18,0,146
14217,1.20,-78.22,0,148
14243,1.20,-80.26,0,150
14269,1.20,-82.30,0,152
14295,1.20,-84.34,0,154
14321,1.20,-86.38,0,156
14347,1.20,-88.42,0,158
14372,1.20,-90.46,0,160
14399,1.20,-92.50,0,162
14425,1.20,-94.54,0,164
14451,1.20,-96.58,0,166
14477,1.20,-98.62,0,168
14502,1.20,-100.66,0,170
14530,1.20,-102.70,0,172
14557,0.00,250.00,235,0
14583,0.00,-79.90,0,149
14609,0.00,-79.90,0,149
14635,0.00,-79.90,0,149
14661,0.00,-79.90,0,149
14687,0.00,-79.90,0,149
14713,0.00,-79.90,0,149
14739,0.00,-79.90,0,149
14765,0.00,-79.90,0,149
14791,0.00,-79.90,0,149
14817,0.00,-79.90,0,149
14843,0.00,-79.90,0,149
14869,-1.20,250.00,235,0
14896,-1.70,250.00,235,0
14923,-1.70,-39.78,28,109
14951,-1.70,-36.89,31,106
14980,-1.70,-34.00,32,104
15007,-1.70,-31.11,35,101
15035,-1.70,-28.22,38,98
15063,-1.70,-25.33,41,95
15089,-1.70,-22.44,44,92
15117,-1.70,-19.55,47,89
15143,-1.70,-16.66,38,66
15171,-1.70,-13.77,40,64
15198,-1.70,-10.88,42,62
15224,-1.70,-7.99,44,60
15251,-1.70,-5.10,47,57
15277,-1.70,-2.21,48,55
15303,-1.70,0.68,50,53
15328,-1.70,3.57,52,51
15352,-1.70,6.46,54,49
15378,-1.70,9.35,57,46
15403,-1.70,12.24,59,44
15428,-1.70,15.13,61,42
15455,-1.70,18.02,62,40
15480,-1.70,20.91,65,37
15507,-1.70,23.80,67,35
15533,-1.70,26.69,69,33
15558,-1.70,29.58,71,31
15585,-1.70,32.47,74,28
15610,-1.70,35.36,76,26
15637,-1.70,38.25,78,24
15663,-1.70,41.14,79,22
15688,-1.70,44.03,81,20
15715,-1.70,46.92,84,17
15740,-1.70,49.81,86,15
15766,-1.70,52.70,88,13
15793,-1.70,55.59,90,11
15818,-1.70,58.48,93,8
15844,-1.70,61.37,94,6
15868,-1.70,64.26,96,4
15893,-1.70,67.15,98,2
15919,-1.70,70.04,101,0
15944,-1.70,72.93,103,0
15971,-1.70,75.82,105,0
15996,-1.70,78.71,107,0
16022,-1.70,81.60,109,0
16049,-1.70,84.49,111,0
16074,-1.70,87.38,113,0
16101,-1.70,90.27,115,0
16126,-1.70,93.16,117,0
16152,-1.70,96.05,120,0
16179,-1.70,98.94,122,0
